"X","avg_stars","median_stars","std_stars","avg_cool","median_cool","std_cool","avg_useful","median_useful","std_useful","avg_funny","median_funny","std_funny","Take.out","Caters","Noise.Level","Delivery","Has.TV","Outdoor.Seating","Alcohol","Waiter.Service","Accepts.Credit.Cards","Good.for.Kids","Good.For.Groups","Price.Range","top10percent"
1117,4.2,4,0.836660026534076,1.4,2,0.894427190999916,1.8,2,0.836660026534076,0.4,0,0.547722557505166,"True","True","average","False","True","False","full_bar","True","True","False","True",3,"0"
1118,4.8,5,0.447213595499958,14.4,9,15.0764717357875,17.6,16,16.7868996541946,8,7,9.46044396421225,"True","True","average","False","False","False","none","True","True","True","False",2,"0"
1119,5,5,0,0.4,0,0.547722557505166,0.8,1,0.836660026534076,0.6,1,0.547722557505166,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"1"
1120,3.4,4,0.894427190999916,0.8,0,1.30384048104053,1.2,1,1.09544511501033,0.2,0,0.447213595499958,"True","False","very_loud","False","True","False","full_bar","True","True","False","True",1,"0"
1121,3.4,4,0.894427190999916,0.2,0,0.447213595499958,1,1,0.707106781186548,0.6,0,0.894427190999916,"True","True","average","False","True","True","full_bar","True","True","False","True",2,"0"
1122,3.4,3,1.51657508881031,0.2,0,0.447213595499958,1.4,1,1.14017542509914,0,0,0,"True","True","average","False","False","True","full_bar","True","True","True","True",2,"0"
1123,4.2,5,1.30384048104053,1.6,1,1.51657508881031,2.6,2,1.51657508881031,0.4,0,0.894427190999916,"True","False","average","False","True","True","full_bar","True","True","True","True",2,"0"
1124,5,5,0,2.6,1,3.04959013639538,5.6,3,7.02139587261678,1.6,0,3.04959013639538,"True","True","average","False","True","True","none","False","True","True","True",2,"0"
1125,4.4,5,1.34164078649987,3.4,1,4.82700735445887,3.8,2,5.76194411635517,1.6,1,1.94935886896179,"True","False","average","True","True","False","beer_and_wine","False","True","True","True",1,"0"
1126,3,3,1.22474487139159,0.2,0,0.447213595499958,0.8,0,1.09544511501033,0.2,0,0.447213595499958,"True","False","average","False","True","True","full_bar","True","True","False","True",2,"0"
1127,5,5,0,0,0,0,0.4,0,0.894427190999916,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1128,4.4,4,0.547722557505166,1,1,1.22474487139159,1.6,1,1.51657508881031,0.2,0,0.447213595499958,"True","False","average","True","False","False","none","True","True","True","True",1,"0"
1129,4.4,4,0.547722557505166,2.6,2,3.71483512420134,4.6,3,5.02991053598372,1.4,1,2.07364413533277,"True","True","average","False","False","False","none","True","True","True","True",2,"0"
1130,5,5,0,0.2,0,0.447213595499958,0.8,1,0.836660026534076,0,0,0,"True","True","quiet","False","False","True","full_bar","True","True","True","True",2,"0"
1131,4.6,5,0.894427190999916,1.4,0,1.94935886896179,1.6,1,1.81659021245849,0.6,1,0.547722557505166,"True","False","average","False","True","True","full_bar","True","True","True","True",2,"0"
1132,2.8,2,1.09544511501033,0.6,1,0.547722557505166,0.8,1,0.836660026534076,0,0,0,"True","True","average","False","True","True","none","False","True","True","True",1,"0"
1133,5,5,0,0.6,0,0.894427190999916,1.6,2,1.67332005306815,0,0,0,"False","False","average","False","False","False","full_bar","True","True","False","True",4,"0"
1134,4.4,5,1.34164078649987,0,0,0,0.8,1,0.836660026534076,0,0,0,"True","False","loud","False","True","True","full_bar","True","True","True","True",2,"0"
1135,4.6,5,0.547722557505166,0.8,1,0.447213595499958,1.6,2,0.547722557505166,0.8,1,0.447213595499958,"True","False","average","False","True","True","beer_and_wine","True","True","True","True",2,"0"
1136,4.4,4,0.547722557505166,2.6,2,1.94935886896179,4,4,3.53553390593274,1.4,1,1.67332005306815,"True","True","average","True","True","True","full_bar","True","True","True","True",2,"0"
1137,4,4,1,0.2,0,0.447213595499958,1.2,1,1.09544511501033,0.2,0,0.447213595499958,"True","True","quiet","False","False","False","full_bar","True","True","True","True",2,"0"
1138,3.8,4,1.09544511501033,0,0,0,0,0,0,0.2,0,0.447213595499958,"True","True","average","False","False","True","full_bar","True","True","True","True",2,"0"
1139,4.4,5,0.894427190999916,1,1,0.707106781186548,2,2,1,0.8,1,0.836660026534076,"True","True","average","False","True","False","none","False","True","True","True",1,"1"
1140,3,3,0.707106781186548,1.2,1,1.6431676725155,1.8,1,2.16794833886788,0.2,0,0.447213595499958,"True","False","average","False","True","True","full_bar","True","True","False","True",2,"0"
1141,4.6,5,0.547722557505166,2.6,3,2.07364413533277,3.8,4,3.27108544675922,0.8,0,1.30384048104053,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1142,4,5,1.73205080756888,0.4,0,0.894427190999916,2,1,3.39116499156263,0.4,0,0.547722557505166,"True","True","average","False","True","True","full_bar","True","True","False","True",3,"0"
1143,5,5,0,0.2,0,0.447213595499958,1.2,1,1.09544511501033,0,0,0,"True","True","average","False","False","False","none","True","True","True","True",1,"0"
1144,4.2,4,0.447213595499958,1,1,1,2,1,2.34520787991171,1,1,1.22474487139159,"True","True","average","False","False","True","beer_and_wine","False","True","True","True",1,"0"
1145,3.2,4,1.30384048104053,1.8,2,1.78885438199983,2.2,3,2.16794833886788,1.2,1,1.30384048104053,"True","False","average","False","True","False","full_bar","True","True","True","True",2,"0"
1146,3.6,4,0.547722557505166,0.6,1,0.547722557505166,1.6,1,1.34164078649987,0.8,0,1.09544511501033,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1147,5,5,0,0.2,0,0.447213595499958,0.2,0,0.447213595499958,0,0,0,"True","True","average","True","False","True","beer_and_wine","False","True","True","True",1,"1"
1148,3.6,4,0.547722557505166,1.6,2,0.547722557505166,2.6,2,1.51657508881031,0,0,0,"True","False","average","False","True","True","full_bar","True","True","False","True",2,"0"
1149,4.8,5,0.447213595499958,4,2,4.84767985741633,10.6,7,9.18150314491042,2.6,0,5.81377674149945,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1150,3.8,3,1.09544511501033,0.2,0,0.447213595499958,1.4,1,1.14017542509914,0,0,0,"True","True","average","True","True","False","beer_and_wine","True","True","True","True",2,"0"
1151,4.6,5,0.547722557505166,0.4,0,0.547722557505166,1,1,0.707106781186548,0,0,0,"True","True","average","False","True","True","none","False","True","True","True",1,"1"
1152,4.6,5,0.547722557505166,4.6,4,5.3665631459995,4.8,6,4.60434577328853,3.2,3,4.08656334834051,"True","True","quiet","True","False","False","none","False","True","True","True",1,"0"
1153,5,5,0,2.2,3,1.30384048104053,2.4,2,2.30217288664427,0.4,0,0.894427190999916,"False","True","quiet","False","False","True","full_bar","True","True","False","True",4,"1"
1154,4.2,5,1.30384048104053,1.8,2,1.48323969741913,3,3,2.12132034355964,0.4,0,0.547722557505166,"True","True","very_loud","False","True","True","full_bar","True","True","False","True",3,"0"
1155,3.4,4,0.894427190999916,1.4,1,1.14017542509914,2.4,2,0.894427190999916,1.2,1,1.30384048104053,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1156,2.6,3,1.14017542509914,0.6,0,0.894427190999916,1.8,0,2.48997991959775,0.4,0,0.894427190999916,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1157,3.6,4,0.894427190999916,2.8,2,2.58843582110896,4.8,5,4.20713679359253,1.6,1,1.34164078649987,"True","True","very_loud","False","False","True","full_bar","True","True","False","True",3,"0"
1158,4.4,5,0.894427190999916,0.4,0,0.547722557505166,0.2,0,0.447213595499958,0.8,0,1.78885438199983,"True","True","average","False","True","True","full_bar","True","True","False","True",2,"0"
1159,4,5,1.4142135623731,3,2,3.39116499156263,3,2,2.91547594742265,2.4,1,3.36154726279432,"True","True","loud","False","True","True","full_bar","True","True","True","True",2,"0"
1160,3.4,3,1.14017542509914,2,2,0.707106781186548,3,2,1.87082869338697,1.2,2,1.09544511501033,"True","True","average","False","True","False","full_bar","True","True","True","True",1,"0"
1161,4.2,4,0.836660026534076,0.2,0,0.447213595499958,1.2,1,1.30384048104053,0,0,0,"True","False","average","False","False","False","none","False","True","True","False",2,"0"
1162,4,4,0.707106781186548,0.2,0,0.447213595499958,1.6,1,1.51657508881031,1,0,1.73205080756888,"True","True","average","True","True","True","full_bar","True","True","False","True",2,"0"
1163,4,4,1,0.4,0,0.894427190999916,1,0,1.4142135623731,0,0,0,"True","True","average","False","False","False","none","True","True","True","True",1,"0"
1164,4.6,5,0.547722557505166,0.4,0,0.547722557505166,1.6,1,1.81659021245849,1.2,0,1.78885438199983,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1165,3.8,4,1.30384048104053,0.6,1,0.547722557505166,1.8,2,1.30384048104053,0,0,0,"False","False","average","False","False","False","full_bar","True","True","False","True",3,"0"
1166,4.2,4,0.447213595499958,2,0,3.46410161513775,2.8,2,2.48997991959775,2.6,0,5.27257053058563,"True","False","average","False","False","False","beer_and_wine","True","True","True","True",2,"0"
1167,4.6,5,0.547722557505166,0.8,0,1.30384048104053,1.4,0,2.19089023002066,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1168,4.4,5,0.894427190999916,0.6,1,0.547722557505166,1.6,2,1.14017542509914,0.4,0,0.547722557505166,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1169,3.6,3,0.894427190999916,1.4,1,1.67332005306815,2.2,1,2.16794833886788,1,1,1,"True","False","average","False","False","True","none","False","True","True","True",1,"0"
1170,4.2,4,0.447213595499958,0.4,0,0.894427190999916,0.6,0,0.894427190999916,0.2,0,0.447213595499958,"True","True","quiet","True","True","False","beer_and_wine","True","True","True","True",2,"0"
1171,5,5,0,4.6,4,4.50555213042752,4.2,2,4.65832587954085,1.6,1,1.81659021245849,"True","False","loud","False","True","True","full_bar","True","True","False","True",2,"0"
1172,4.2,4,0.447213595499958,1,0,1.4142135623731,2.2,1,2.77488738510232,0.8,0,1.78885438199983,"True","False","average","False","True","True","none","False","True","True","True",1,"0"
1173,5,5,0,7.4,2,10.285912696499,8.6,1,12.7788888405839,3.8,0,6.09918027279076,"True","True","average","False","False","True","beer_and_wine","True","True","False","True",2,"0"
1174,5,5,0,0,0,0,1.2,1,0.836660026534076,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1175,4.4,4,0.547722557505166,0,0,0,1,0,1.73205080756888,0.4,0,0.547722557505166,"True","False","average","False","False","False","none","True","True","True","True",2,"0"
1176,4.8,5,0.447213595499958,0.4,0,0.894427190999916,1.8,0,3.4928498393146,0.6,1,0.547722557505166,"True","False","average","False","True","False","beer_and_wine","True","True","True","True",2,"0"
1177,4.2,4,0.447213595499958,0.8,0,1.09544511501033,1.6,0,2.60768096208106,0.4,0,0.547722557505166,"True","False","average","False","True","True","full_bar","True","True","False","True",2,"0"
1178,3.2,4,1.30384048104053,0.2,0,0.447213595499958,1.6,2,1.14017542509914,0,0,0,"True","True","average","False","False","True","full_bar","True","True","True","True",2,"0"
1179,4.2,4,0.836660026534076,0.8,1,0.836660026534076,1.2,1,1.09544511501033,0,0,0,"True","True","average","True","True","True","full_bar","True","True","True","False",2,"0"
1180,4.2,4,0.836660026534076,0.4,0,0.547722557505166,1.4,1,1.51657508881031,0,0,0,"True","True","average","True","True","True","none","False","True","True","True",1,"0"
1181,4.4,4,0.547722557505166,0.6,0,1.34164078649987,0.4,0,0.894427190999916,0,0,0,"True","False","average","False","False","True","full_bar","True","True","False","True",2,"0"
1182,5,5,0,2,1,2,3,1,4.06201920231798,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","False","True","True",2,"1"
1183,4.2,4,0.836660026534076,0,0,0,0.6,1,0.547722557505166,0,0,0,"True","False","average","False","True","True","beer_and_wine","True","True","False","True",2,"0"
1184,4.8,5,0.447213595499958,0.2,0,0.447213595499958,3,2,2.34520787991171,0.4,0,0.894427190999916,"True","True","average","False","True","True","full_bar","True","True","False","True",2,"1"
1185,3.4,4,0.894427190999916,0.6,0,1.34164078649987,0.4,0,0.547722557505166,1.2,0,1.6431676725155,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1186,4.4,4,0.547722557505166,0.2,0,0.447213595499958,0.6,0,0.894427190999916,0,0,0,"True","True","average","False","False","True","none","True","True","False","True",2,"0"
1187,4.2,4,0.836660026534076,1.8,1,1.09544511501033,1.8,2,0.836660026534076,2.6,0,4.77493455452533,"False","False","average","False","False","False","full_bar","True","True","False","True",2,"0"
1188,2.6,2,0.894427190999916,1.2,0,2.16794833886788,1.4,1,1.67332005306815,1,0,2.23606797749979,"True","True","average","False","True","True","full_bar","True","True","False","True",2,"0"
1189,2.8,3,1.30384048104053,0.2,0,0.447213595499958,2.4,3,1.34164078649987,1.4,0,2.60768096208106,"True","True","average","False","True","False","none","False","True","True","True",2,"0"
1190,4.6,5,0.547722557505166,0.8,1,0.836660026534076,0.6,0,0.894427190999916,0.4,0,0.894427190999916,"True","True","average","False","True","True","none","True","True","True","True",2,"1"
1191,1.6,1,1.34164078649987,0,0,0,1.4,0,2.19089023002066,0.2,0,0.447213595499958,"True","False","average","False","True","False","full_bar","True","True","True","True",2,"0"
1192,5,5,0,1.4,1,0.894427190999916,4.4,4,0.894427190999916,1.4,1,0.894427190999916,"True","True","average","False","False","False","full_bar","True","True","True","True",2,"0"
1193,4,5,1.4142135623731,0.8,0,1.78885438199983,1.6,1,1.94935886896179,0.8,0,1.09544511501033,"True","True","average","False","False","False","none","False","True","True","True",1,"0"
1194,4.8,5,0.447213595499958,1.2,2,1.09544511501033,1.2,1,1.6431676725155,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1195,2.4,2,1.14017542509914,0.6,0,0.894427190999916,3.6,3,3.286335345031,0.8,0,1.30384048104053,"True","True","average","False","True","True","full_bar","True","True","True","True",1,"0"
1196,4.4,5,1.34164078649987,0.4,0,0.547722557505166,1.2,1,1.6431676725155,0.6,1,0.547722557505166,"True","False","average","False","True","False","beer_and_wine","True","True","True","True",2,"0"
1197,3.6,4,1.14017542509914,0.4,0,0.894427190999916,0.2,0,0.447213595499958,0.2,0,0.447213595499958,"True","True","average","False","False","True","full_bar","True","True","True","True",2,"0"
1198,4.8,5,0.447213595499958,0.6,1,0.547722557505166,0.8,1,0.836660026534076,0.4,0,0.547722557505166,"True","False","average","False","True","True","full_bar","True","True","True","True",2,"0"
1199,3.8,4,1.09544511501033,3.8,4,1.78885438199983,3.4,3,1.67332005306815,3.8,3,3.76828873628335,"True","True","average","False","True","True","full_bar","True","True","False","True",3,"0"
1200,2.8,2,2.04939015319192,2.6,3,2.60768096208106,6.2,6,5.40370243444252,2.6,1,2.70185121722126,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1201,4.2,5,1.30384048104053,1.8,2,0.447213595499958,5.8,3,4.32434966208793,0.8,0,1.78885438199983,"True","False","average","False","True","True","full_bar","True","True","True","True",2,"0"
1202,4.8,5,0.447213595499958,2.6,2,2.79284800875379,4.2,5,4.26614580154031,1.2,1,1.30384048104053,"False","True","average","False","True","True","full_bar","True","True","True","True",1,"1"
1203,4.4,4,0.547722557505166,1.6,2,0.547722557505166,1.4,1,0.547722557505166,0.2,0,0.447213595499958,"False","False","average","False","True","True","full_bar","True","True","True","True",2,"0"
1204,4.2,5,1.30384048104053,1.2,2,1.09544511501033,3,2,2.91547594742265,0.4,0,0.547722557505166,"True","True","loud","False","True","False","none","True","True","True","True",1,"0"
1205,1.2,1,0.447213595499958,0.4,0,0.894427190999916,2.6,3,0.547722557505166,0.4,0,0.894427190999916,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1206,4,4,0.707106781186548,1.4,1,1.14017542509914,1.8,1,1.6431676725155,0.6,0,0.894427190999916,"True","True","average","False","True","False","full_bar","True","True","True","True",2,"0"
1207,3.2,4,2.04939015319192,0.6,0,0.894427190999916,1.8,2,1.30384048104053,1.8,1,2.48997991959775,"True","False","average","False","True","True","full_bar","True","True","True","True",2,"0"
1208,3.8,4,1.09544511501033,0.8,0,1.30384048104053,1.6,0,2.19089023002066,0.8,0,1.30384048104053,"True","True","average","False","True","False","full_bar","True","True","True","True",1,"0"
1209,4.8,5,0.447213595499958,1,1,1,1,0,1.73205080756888,0.2,0,0.447213595499958,"True","False","average","False","False","False","none","False","True","True","False",1,"1"
1210,4.8,5,0.447213595499958,0.2,0,0.447213595499958,0.6,0,0.894427190999916,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1211,5,5,0,1.6,2,1.51657508881031,3.6,2,2.70185121722126,1,1,1,"True","True","average","False","False","True","full_bar","True","True","True","False",2,"1"
1212,3.6,4,0.547722557505166,0.2,0,0.447213595499958,1.2,1,0.836660026534076,0.2,0,0.447213595499958,"True","False","average","False","True","True","full_bar","True","True","False","True",2,"0"
1213,2.8,3,1.30384048104053,0.4,0,0.547722557505166,0.8,1,0.836660026534076,0,0,0,"True","True","quiet","True","True","False","full_bar","True","True","True","True",2,"0"
1214,3.6,4,0.894427190999916,3.2,2,1.6431676725155,4.2,3,3.27108544675922,2.6,1,2.60768096208106,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1215,3.4,4,1.51657508881031,2,2,1.58113883008419,2,2,1.58113883008419,2.2,1,2.16794833886788,"True","True","average","False","True","True","full_bar","True","True","True","True",3,"0"
1216,3.8,5,1.78885438199983,0.4,0,0.547722557505166,1.8,1,1.09544511501033,0.2,0,0.447213595499958,"False","False","very_loud","False","True","True","full_bar","False","True","True","False",2,"0"
1217,5,5,0,1.2,1,0.836660026534076,1.8,1,1.30384048104053,1.2,1,1.30384048104053,"True","False","average","False","True","False","none","True","True","True","True",2,"0"
1218,4.4,4,0.547722557505166,0.4,0,0.894427190999916,1,0,1.4142135623731,0,0,0,"True","True","quiet","True","True","False","none","True","True","True","True",1,"0"
1219,3.8,4,1.09544511501033,1.8,1,1.09544511501033,1.8,1,1.30384048104053,1,1,0.707106781186548,"True","False","average","False","True","False","beer_and_wine","True","True","True","True",2,"0"
1220,3.6,4,1.51657508881031,1.8,1,2.94957624075052,3.4,3,2.07364413533277,2,0,3.93700393700591,"True","False","average","True","True","False","none","False","True","True","False",2,"0"
1221,3,3,1.58113883008419,1,1,1.22474487139159,2.4,3,1.51657508881031,1,1,0.707106781186548,"True","False","average","False","False","False","none","True","True","True","True",2,"0"
1222,3.6,4,1.51657508881031,0.4,0,0.894427190999916,0.8,0,1.30384048104053,0.4,0,0.894427190999916,"True","True","average","False","False","True","none","False","True","True","True",1,"0"
1223,2.8,3,1.48323969741913,1.2,1,0.836660026534076,2.6,2,0.894427190999916,0.6,0,0.894427190999916,"True","True","average","True","True","True","full_bar","True","True","True","True",2,"0"
1224,2,2,1.22474487139159,3.2,2,3.63318042491699,4.6,2,4.56070170039655,2.4,1,3.04959013639538,"True","False","average","False","True","False","full_bar","True","True","True","True",2,"0"
1225,3.8,4,0.836660026534076,0.2,0,0.447213595499958,0.4,0,0.547722557505166,0.4,0,0.894427190999916,"True","True","average","False","False","False","none","False","True","True","True",1,"0"
1226,3.2,3,1.48323969741913,1.8,1,2.48997991959775,1.6,2,1.51657508881031,1.6,0,2.30217288664427,"False","False","loud","False","False","False","full_bar","True","True","False","True",3,"0"
1227,5,5,0,0.8,1,0.836660026534076,1,1,0.707106781186548,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1228,4.4,5,0.894427190999916,1.2,1,1.30384048104053,2,2,0.707106781186548,0.8,0,1.78885438199983,"False","True","average","False","True","True","full_bar","True","True","False","True",3,"0"
1229,4.2,4,0.836660026534076,1,1,1,1.2,1,1.30384048104053,0.8,0,1.09544511501033,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1230,3.6,3,0.894427190999916,0.8,1,0.836660026534076,2.8,2,1.92353840616713,0.4,0,0.547722557505166,"False","False","average","False","True","False","full_bar","True","True","False","True",3,"0"
1231,4.4,5,1.34164078649987,0.2,0,0.447213595499958,1,1,0.707106781186548,0,0,0,"True","False","quiet","False","True","True","full_bar","True","True","True","True",2,"0"
1232,2.8,3,0.447213595499958,0.4,0,0.894427190999916,0.6,1,0.547722557505166,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","False","True",2,"0"
1233,3.4,4,0.894427190999916,1.6,1,2.50998007960223,2.2,1,3.3466401061363,1.2,1,1.6431676725155,"True","False","average","False","False","True","beer_and_wine","False","True","True","True",2,"0"
1234,3.6,4,1.14017542509914,0.8,1,0.836660026534076,2.2,2,1.6431676725155,0.2,0,0.447213595499958,"True","False","average","False","True","False","full_bar","True","True","True","True",2,"0"
1235,4.4,4,0.547722557505166,1,0,1.4142135623731,1.2,1,1.09544511501033,0.8,1,0.836660026534076,"False","False","average","False","False","False","beer_and_wine","True","True","True","True",2,"0"
1236,4,4,0.707106781186548,0.2,0,0.447213595499958,0.8,1,0.836660026534076,0.6,0,0.894427190999916,"True","True","average","False","False","True","none","False","True","True","True",1,"0"
1237,3.4,3,0.547722557505166,1,1,0.707106781186548,1.8,2,0.836660026534076,0.4,0,0.894427190999916,"True","True","average","False","True","True","full_bar","True","True","True","True",1,"0"
1238,4.4,4,0.547722557505166,1.6,1,1.34164078649987,2.2,2,1.78885438199983,1.6,2,1.51657508881031,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1239,4.8,5,0.447213595499958,2.4,2,2.30217288664427,8,9,4,2.4,2,2.30217288664427,"False","False","quiet","False","False","False","full_bar","True","True","False","False",3,"1"
1240,4.4,5,1.34164078649987,0.8,1,0.836660026534076,3,1,3.24037034920393,0,0,0,"True","True","average","False","False","False","none","False","True","True","True",2,"0"
1241,2.4,2,1.51657508881031,2.4,1,1.94935886896179,3,2,2.34520787991171,2.8,2,2.77488738510232,"True","True","average","False","True","True","full_bar","True","True","True","True",3,"0"
1242,4.8,5,0.447213595499958,1.6,1,1.51657508881031,1.8,1,2.48997991959775,0.4,0,0.547722557505166,"True","True","average","True","True","True","none","True","True","True","True",1,"0"
1243,1.8,2,0.836660026534076,0.8,1,0.836660026534076,2.4,4,2.19089023002066,2.2,2,2.28035085019828,"True","True","very_loud","False","False","True","full_bar","True","True","True","True",2,"0"
1244,3.4,4,0.894427190999916,1.6,2,0.547722557505166,3.4,3,1.14017542509914,0.8,1,0.836660026534076,"True","False","average","False","True","True","full_bar","True","True","True","True",2,"0"
1245,3,3,1.22474487139159,0.4,0,0.547722557505166,0.4,0,0.547722557505166,0.2,0,0.447213595499958,"True","True","average","False","True","False","full_bar","True","True","True","True",2,"0"
1246,2,2,1.22474487139159,0.2,0,0.447213595499958,6.4,4,4.15932686861708,1,1,1,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1247,3.6,4,1.14017542509914,0.8,1,0.836660026534076,1.8,1,1.30384048104053,0.4,0,0.547722557505166,"True","True","average","True","False","False","none","False","True","True","False",1,"0"
1248,5,5,0,0,0,0,1.2,1,1.30384048104053,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1249,4.6,5,0.547722557505166,3.6,3,1.34164078649987,3.4,2,1.94935886896179,3.4,3,3.91152144312159,"True","True","average","False","False","False","none","True","True","True","True",1,"0"
1250,4.2,4,0.836660026534076,3.8,3,3.56370593624109,6,4,5.24404424085076,2,2,1.87082869338697,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1251,3.8,4,0.447213595499958,1,1,1.22474487139159,1.2,1,1.6431676725155,0.4,0,0.894427190999916,"True","True","loud","False","True","True","full_bar","True","True","True","True",2,"0"
1252,4,4,0.707106781186548,2.6,2,2.07364413533277,3.4,3,2.30217288664427,0.8,0,1.30384048104053,"True","True","average","False","True","True","full_bar","True","True","True","True",1,"0"
1253,3.2,3,0.836660026534076,0.6,0,0.894427190999916,1,1,1,1,0,1.4142135623731,"True","True","quiet","True","False","False","none","True","True","True","True",2,"0"
1254,3.6,4,1.67332005306815,3.2,2,2.68328157299975,3,3,2.12132034355964,1.2,1,1.30384048104053,"True","True","loud","False","True","True","full_bar","True","True","False","True",2,"0"
1255,4,4,0.707106781186548,0.4,0,0.547722557505166,0.6,0,0.894427190999916,0.6,1,0.547722557505166,"True","True","average","False","True","False","none","False","True","True","True",2,"0"
1256,4,4,0.707106781186548,1.2,1,0.836660026534076,1.6,2,0.547722557505166,1.4,0,2.19089023002066,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1257,3,3,1,0.4,0,0.547722557505166,1,1,0.707106781186548,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1258,3.2,3,0.447213595499958,2.2,2,0.836660026534076,2.4,3,0.894427190999916,2.2,2,0.836660026534076,"True","True","average","False","False","False","full_bar","True","True","False","True",2,"0"
1259,1.4,1,0.547722557505166,1.2,1,0.447213595499958,2.8,2,1.30384048104053,0,0,0,"True","True","quiet","False","False","False","none","False","True","True","True",1,"0"
1260,4,5,1.73205080756888,3.6,1,5.94138031100518,6.8,4,7.72657750883274,3.4,1,4.33589667773576,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1261,4.8,5,0.447213595499958,1.2,1,1.30384048104053,1.2,1,1.09544511501033,0.6,1,0.547722557505166,"True","False","average","False","True","False","full_bar","True","True","True","True",2,"0"
1262,4.4,4,0.547722557505166,4.4,4,3.50713558335004,3.6,4,2.70185121722126,3.8,2,4.14728827066554,"False","True","very_loud","False","False","False","full_bar","True","True","False","True",3,"0"
1263,1.2,1,0.447213595499958,1.2,2,1.09544511501033,3.8,3,2.28035085019828,2,1,1.87082869338697,"True","False","average","False","True","True","full_bar","True","True","True","True",1,"0"
1264,3.2,4,1.6431676725155,0.2,0,0.447213595499958,2.2,2,1.92353840616713,0,0,0,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1265,2.2,1,1.6431676725155,0,0,0,2,2,1.58113883008419,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1266,4,4,0.707106781186548,2,2,1.58113883008419,2.2,2,0.836660026534076,0.2,0,0.447213595499958,"True","False","average","False","True","True","none","True","True","True","True",2,"0"
1267,3.4,3,0.894427190999916,0.8,0,1.78885438199983,0.8,0,1.30384048104053,0.4,0,0.894427190999916,"False","False","average","False","True","False","full_bar","True","True","False","True",3,"0"
1268,3.4,4,0.894427190999916,1.2,1,1.6431676725155,2.4,2,1.67332005306815,1,0,1.73205080756888,"True","False","loud","False","True","False","full_bar","True","True","False","True",2,"0"
1269,5,5,0,0,0,0,0.4,0,0.894427190999916,0.2,0,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"1"
1270,3.6,4,1.14017542509914,0.4,0,0.547722557505166,1.6,2,1.51657508881031,0.4,0,0.547722557505166,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1271,4,4,0.707106781186548,0.2,0,0.447213595499958,2,2,1.58113883008419,0.6,0,1.34164078649987,"True","True","loud","False","True","False","full_bar","True","True","True","True",2,"0"
1272,3.8,4,1.09544511501033,0,0,0,0.4,0,0.547722557505166,0.6,0,1.34164078649987,"True","True","average","False","False","True","none","False","True","True","True",1,"0"
1273,5,5,0,1,1,0,0.8,1,0.836660026534076,0.4,0,0.547722557505166,"True","True","average","False","True","False","full_bar","True","True","True","True",1,"1"
1274,4.2,4,0.836660026534076,1.8,2,1.09544511501033,3.4,3,2.07364413533277,0.8,1,0.447213595499958,"True","True","average","False","True","True","full_bar","True","True","True","True",2,"0"
1275,2.4,2,1.14017542509914,0.6,0,0.894427190999916,0.8,1,0.836660026534076,0.8,0,1.09544511501033,"True","False","average","False","True","True","full_bar","True","True","False","True",2,"0"
1276,3.8,4,0.447213595499958,0,0,0,0.6,0,0.894427190999916,0,0,0,"True","False","average","False","False","False","beer_and_wine","True","True","True","True",2,"0"
